element_id,unit_id,seam_id,lithology,unit_type,layer_order,x,y,z,elevation,thickness,confidence,fault_influence,uncertainty,risk_value,ash,sulfur,calorific_value,gas_content,water_content,coal_quality_index,porosity,permeability,water_bearing_index,grain_size_index,strength_index,roof_stability_index,clay_content,softening_index,floor_heave_risk,carbonate_purity,karst_water_risk,fracture_index,weathering_index,loose_layer_water_risk
GU_7_CELL_22_24,GU_7,GU_7,sand_c,basalSand,7,-8,-70.913,-24,-70.913,21.805,0.583,0.719,0.621,0.885,,,,,,,19.78,71.825,1,1,0.568,,,,,,,,,
GU_7_CELL_22_25,GU_7,GU_7,sand_c,basalSand,7,0,-70.839,-24,-70.839,21.846,0.828,0.296,0.337,0.705,,,,,,,18.62,37.886,0.95,1,0.679,,,,,,,,,
GU_7_CELL_22_26,GU_7,GU_7,sand_c,basalSand,7,8,-70.902,-24,-70.902,21.883,0.992,0.014,0.15,0.534,,,,,,,17.89,19.718,0.835,1,0.751,,,,,,,,,
GU_7_CELL_22_27,GU_7,GU_7,sand_c,basalSand,7,16,-68.203,-24,-68.203,18.738,1,0,0.148,0.526,,,,,,,17.96,19.153,0.83,1,0.749,,,,,,,,,
GU_7_CELL_22_28,GU_7,GU_7,sand_c,basalSand,7,24,-63.88,-24,-63.88,13.675,1,0,0.154,0.527,,,,,,,18.07,19.437,0.829,1,0.744,,,,,,,,,
GU_7_CELL_22_29,GU_7,GU_7,sand_c,basalSand,7,32,-60.976,-24,-60.976,10.071,1,0,0.158,0.525,,,,,,,18.18,19.724,0.827,1,0.741,,,,,,,,,
GU_7_CELL_22_30,GU_7,GU_7,sand_c,basalSand,7,40,-59.555,-24,-59.555,8.05,1,0,0.16,0.523,,,,,,,18.3,20.014,0.823,1,0.74,,,,,,,,,
GU_7_CELL_22_31,GU_7,GU_7,sand_c,basalSand,7,48,-58.997,-24,-58.997,6.985,1,0,0.159,0.519,,,,,,,18.41,20.307,0.817,1,0.741,,,,,,,,,
GU_7_CELL_22_32,GU_7,GU_7,sand_c,basalSand,7,56,-58.861,-24,-58.861,6.441,1,0,0.156,0.514,,,,,,,18.52,20.601,0.809,1,0.743,,,,,,,,,
GU_7_CELL_22_33,GU_7,GU_7,sand_c,basalSand,7,64,-59.032,-24,-59.032,6.312,1,0,0.151,0.508,,,,,,,18.63,20.896,0.8,1,0.747,,,,,,,,,
GU_7_CELL_22_34,GU_7,GU_7,sand_c,basalSand,7,72,-59.675,-24,-59.675,6.784,1,0,0.143,0.501,,,,,,,18.75,21.191,0.789,1,0.752,,,,,,,,,
GU_7_CELL_22_35,GU_7,GU_7,sand_c,basalSand,7,80,-61.204,-24,-61.204,8.289,1,0,0.135,0.493,,,,,,,18.86,21.484,0.778,1,0.759,,,,,,,,,
GU_7_CELL_22_36,GU_7,GU_7,sand_c,basalSand,7,88,-64.133,-24,-64.133,11.368,1,0,0.125,0.484,,,,,,,18.96,21.776,0.765,1,0.766,,,,,,,,,
GU_7_CELL_22_37,GU_7,GU_7,sand_c,basalSand,7,96,-68.448,-24,-68.448,15.977,1,0,0.115,0.475,,,,,,,19.07,22.066,0.752,1,0.774,,,,,,,,,
GU_7_CELL_22_38,GU_7,GU_7,sand_c,basalSand,7,104,-72.654,-24,-72.654,20.469,1,0,0.106,0.466,,,,,,,19.17,22.352,0.738,1,0.781,,,,,,,,,
GU_7_CELL_22_39,GU_7,GU_7,sand_c,basalSand,7,112,-74.136,-24,-74.136,21.983,1,0,0.097,0.457,,,,,,,19.28,22.634,0.724,1,0.787,,,,,,,,,
GU_7_CELL_22_40,GU_7,GU_7,sand_c,basalSand,7,120,-74.184,-24,-74.184,21.958,1,0,0.09,0.448,,,,,,,19.38,22.91,0.711,1,0.793,,,,,,,,,
GU_7_CELL_22_41,GU_7,GU_7,sand_c,basalSand,7,128,-74.167,-24,-74.167,21.931,1,0,0.084,0.439,,,,,,,19.47,23.181,0.697,1,0.797,,,,,,,,,
GU_7_CELL_22_42,GU_7,GU_7,sand_c,basalSand,7,136,-74.055,-24,-74.055,21.902,1,0,0.081,0.431,,,,,,,19.57,23.444,0.685,1,0.799,,,,,,,,,
GU_7_CELL_22_43,GU_7,GU_7,sand_c,basalSand,7,144,-73.826,-24,-73.826,21.872,1,0,0.08,0.424,,,,,,,19.66,23.7,0.673,1,0.8,,,,,,,,,
GU_7_CELL_22_44,GU_7,GU_7,sand_c,basalSand,7,152,-73.479,-24,-73.479,21.842,1,0,0.082,0.417,,,,,,,19.74,23.948,0.662,1,0.799,,,,,,,,,
GU_7_CELL_22_45,GU_7,GU_7,sand_c,basalSand,7,160,-73.032,-24,-73.032,21.815,1,0,0.086,0.411,,,,,,,19.82,24.186,0.653,1,0.796,,,,,,,,,
GU_7_CELL_22_46,GU_7,GU_7,sand_c,basalSand,7,168,-72.524,-24,-72.524,21.79,1,0,0.092,0.407,,,,,,,19.9,24.414,0.645,1,0.791,,,,,,,,,
GU_7_CELL_22_47,GU_7,GU_7,sand_c,basalSand,7,176,-71.8,-24,-71.8,21.548,1,0,0.099,0.404,,,,,,,19.98,24.631,0.638,1,0.785,,,,,,,,,
GU_7_CELL_22_48,GU_7,GU_7,sand_c,basalSand,7,184,-70.17,-24,-70.17,20.284,1,0,0.108,0.402,,,,,,,20.05,24.836,0.634,1,0.779,,,,,,,,,
GU_7_CELL_22_49,GU_7,GU_7,sand_c,basalSand,7,192,-68.097,-24,-68.097,18.467,1,0,0.118,0.401,,,,,,,20.11,25.029,0.631,1,0.771,,,,,,,,,
GU_7_CELL_22_50,GU_7,GU_7,sand_c,basalSand,7,200,-65.798,-24,-65.798,16.318,1,0,0.128,0.401,,,,,,,20.17,25.209,0.63,1,0.764,,,,,,,,,
GU_7_CELL_23_0,GU_7,GU_7,sand_c,basalSand,7,-200,-73.656,-16,-73.656,20.717,1,0,0.139,0.411,,,,,,,16.01,14.618,0.645,1,0.756,,,,,,,,,
GU_7_CELL_23_1,GU_7,GU_7,sand_c,basalSand,7,-192,-73.926,-16,-73.926,20.713,1,0,0.147,0.408,,,,,,,16,14.604,0.638,1,0.75,,,,,,,,,
GU_7_CELL_23_2,GU_7,GU_7,sand_c,basalSand,7,-184,-74.11,-16,-74.11,20.711,1,0,0.153,0.405,,,,,,,16,14.601,0.634,1,0.745,,,,,,,,,
GU_7_CELL_23_3,GU_7,GU_7,sand_c,basalSand,7,-176,-74.243,-16,-74.243,20.712,1,0,0.158,0.404,,,,,,,16,14.611,0.631,1,0.742,,,,,,,,,
GU_7_CELL_23_4,GU_7,GU_7,sand_c,basalSand,7,-168,-74.362,-16,-74.362,20.716,1,0,0.16,0.403,,,,,,,16.01,14.633,0.63,1,0.74,,,,,,,,,
GU_7_CELL_23_5,GU_7,GU_7,sand_c,basalSand,7,-160,-74.154,-16,-74.154,20.354,1,0,0.159,0.404,,,,,,,16.03,14.667,0.631,1,0.74,,,,,,,,,
GU_7_CELL_23_6,GU_7,GU_7,sand_c,basalSand,7,-152,-72.167,-16,-72.167,18.024,1,0,0.157,0.405,,,,,,,16.05,14.713,0.634,1,0.743,,,,,,,,,
GU_7_CELL_23_7,GU_7,GU_7,sand_c,basalSand,7,-144,-69.422,-16,-69.422,14.875,1,0,0.152,0.408,,,,,,,16.08,14.771,0.638,1,0.746,,,,,,,,,
GU_7_CELL_23_8,GU_7,GU_7,sand_c,basalSand,7,-136,-67.398,-16,-67.398,12.669,1,0,0.145,0.411,,,,,,,16.11,14.841,0.645,1,0.752,,,,,,,,,
GU_7_CELL_23_9,GU_7,GU_7,sand_c,basalSand,7,-128,-66.965,-16,-66.965,12.348,1,0,0.136,0.416,,,,,,,16.15,14.922,0.653,1,0.758,,,,,,,,,
GU_7_CELL_23_10,GU_7,GU_7,sand_c,basalSand,7,-120,-68.287,-16,-68.287,14.077,1,0,0.127,0.421,,,,,,,16.19,15.016,0.662,1,0.765,,,,,,,,,
GU_7_CELL_23_11,GU_7,GU_7,sand_c,basalSand,7,-112,-70.879,-16,-70.879,17.333,1,0,0.117,0.427,,,,,,,16.24,15.121,0.673,1,0.772,,,,,,,,,
GU_7_CELL_23_12,GU_7,GU_7,sand_c,basalSand,7,-104,-73.182,-16,-73.182,20.42,1,0,0.107,0.433,,,,,,,16.29,15.238,0.685,1,0.78,,,,,,,,,
GU_7_CELL_23_13,GU_7,GU_7,sand_c,basalSand,7,-96,-73.054,-16,-73.054,20.987,1,0,0.098,0.441,,,,,,,16.35,15.367,0.698,1,0.786,,,,,,,,,
GU_7_CELL_23_14,GU_7,GU_7,sand_c,basalSand,7,-88,-72.363,-16,-72.363,21.053,1,0,0.091,0.448,,,,,,,16.42,15.506,0.711,1,0.792,,,,,,,,,
GU_7_CELL_23_15,GU_7,GU_7,sand_c,basalSand,7,-80,-71.623,-16,-71.623,21.127,1,0,0.085,0.456,,,,,,,16.48,15.657,0.725,1,0.796,,,,,,,,,
GU_7_CELL_23_16,GU_7,GU_7,sand_c,basalSand,7,-72,-70.904,-16,-70.904,21.207,1,0,0.081,0.465,,,,,,,16.56,15.819,0.739,1,0.799,,,,,,,,,
GU_7_CELL_23_17,GU_7,GU_7,sand_c,basalSand,7,-64,-70.287,-16,-70.287,21.291,1,0,0.08,0.473,,,,,,,16.63,15.991,0.752,1,0.8,,,,,,,,,
GU_7_CELL_23_18,GU_7,GU_7,sand_c,basalSand,7,-56,-69.851,-16,-69.851,21.38,1,0,0.081,0.481,,,,,,,16.71,16.174,0.766,1,0.799,,,,,,,,,
GU_7_CELL_23_19,GU_7,GU_7,sand_c,basalSand,7,-48,-69.658,-16,-69.658,21.469,0.992,0.014,0.095,0.498,,,,,,,16.84,17.103,0.784,1,0.792,,,,,,,,,
GU_7_CELL_23_20,GU_7,GU_7,sand_c,basalSand,7,-40,-69.731,-16,-69.731,21.559,0.828,0.296,0.296,0.679,,,,,,,17.77,33.903,0.914,1,0.709,,,,,,,,,
GU_7_CELL_23_21,GU_7,GU_7,sand_c,basalSand,7,-32,-70.008,-16,-70.008,21.646,0.583,0.719,0.598,0.884,,,,,,,19.13,66.324,1,1,0.585,,,,,,,,,
GU_7_CELL_23_22,GU_7,GU_7,sand_c,basalSand,7,-24,-70.269,-16,-70.269,21.728,0.426,0.99,0.795,0.981,,,,,,,20.04,92.637,1,1,0.503,,,,,,,,,
GU_7_CELL_23_23,GU_7,GU_7,sand_c,basalSand,7,-16,-70.193,-16,-70.193,21.805,0.42,1,0.812,0.985,,,,,,,20.17,94.766,1,1,0.493,,,,,,,,,
GU_7_CELL_23_24,GU_7,GU_7,sand_c,basalSand,7,-8,-70.12,-16,-70.12,21.873,0.426,0.99,0.814,0.982,,,,,,,20.24,94.845,1,1,0.488,,,,,,,,,
GU_7_CELL_23_25,GU_7,GU_7,sand_c,basalSand,7,0,-70.148,-16,-70.148,21.933,0.583,0.719,0.636,0.887,,,,,,,19.53,69.651,1,1,0.557,,,,,,,,,
GU_7_CELL_23_26,GU_7,GU_7,sand_c,basalSand,7,8,-70.301,-16,-70.301,21.982,0.828,0.296,0.35,0.708,,,,,,,18.37,36.654,0.954,1,0.669,,,,,,,,,
GU_7_CELL_23_27,GU_7,GU_7,sand_c,basalSand,7,16,-69.518,-16,-69.518,20.843,0.992,0.014,0.161,0.535,,,,,,,17.63,19.047,0.836,1,0.742,,,,,,,,,
GU_7_CELL_23_28,GU_7,GU_7,sand_c,basalSand,7,24,-65.681,-16,-65.681,16.198,1,0,0.157,0.526,,,,,,,17.7,18.497,0.828,1,0.743,,,,,,,,,
GU_7_CELL_23_29,GU_7,GU_7,sand_c,basalSand,7,32,-62.454,-16,-62.454,12.093,1,0,0.159,0.524,,,,,,,17.81,18.77,0.825,1,0.74,,,,,,,,,
GU_7_CELL_23_30,GU_7,GU_7,sand_c,basalSand,7,40,-60.742,-16,-60.742,9.568,1,0,0.16,0.521,,,,,,,17.92,19.047,0.82,1,0.74,,,,,,,,,
GU_7_CELL_23_31,GU_7,GU_7,sand_c,basalSand,7,48,-60.04,-16,-60.04,8.135,1,0,0.158,0.517,,,,,,,18.03,19.33,0.813,1,0.742,,,,,,,,,
GU_7_CELL_23_32,GU_7,GU_7,sand_c,basalSand,7,56,-59.742,-16,-59.742,7.191,1,0,0.154,0.511,,,,,,,18.14,19.616,0.805,1,0.745,,,,,,,,,
GU_7_CELL_23_33,GU_7,GU_7,sand_c,basalSand,7,64,-59.524,-16,-59.524,6.429,1,0,0.147,0.505,,,,,,,18.25,19.905,0.795,1,0.75,,,,,,,,,
GU_7_CELL_23_34,GU_7,GU_7,sand_c,basalSand,7,72,-59.381,-16,-59.381,5.87,1,0,0.139,0.497,,,,,,,18.37,20.197,0.784,1,0.756,,,,,,,,,
GU_7_CELL_23_35,GU_7,GU_7,sand_c,basalSand,7,80,-59.524,-16,-59.524,5.746,1,0,0.13,0.489,,,,,,,18.48,20.491,0.771,1,0.763,,,,,,,,,
GU_7_CELL_23_36,GU_7,GU_7,sand_c,basalSand,7,88,-60.303,-16,-60.303,6.423,1,0,0.12,0.48,,,,,,,18.59,20.785,0.759,1,0.77,,,,,,,,,
GU_7_CELL_23_37,GU_7,GU_7,sand_c,basalSand,7,96,-62.248,-16,-62.248,8.451,1,0,0.11,0.471,,,,,,,18.7,21.08,0.745,1,0.777,,,,,,,,,
GU_7_CELL_23_38,GU_7,GU_7,sand_c,basalSand,7,104,-65.774,-16,-65.774,12.256,1,0,0.101,0.461,,,,,,,18.81,21.374,0.731,1,0.784,,,,,,,,,
GU_7_CELL_23_39,GU_7,GU_7,sand_c,basalSand,7,112,-70.285,-16,-70.285,17.165,1,0,0.093,0.452,,,,,,,18.92,21.667,0.717,1,0.79,,,,,,,,,
GU_7_CELL_23_40,GU_7,GU_7,sand_c,basalSand,7,120,-73.8,-16,-73.8,21.01,1,0,0.087,0.443,,,,,,,19.03,21.958,0.704,1,0.795,,,,,,,,,
GU_7_CELL_23_41,GU_7,GU_7,sand_c,basalSand,7,128,-74.595,-16,-74.595,21.92,1,0,0.082,0.435,,,,,,,19.14,22.245,0.691,1,0.798,,,,,,,,,
GU_7_CELL_23_42,GU_7,GU_7,sand_c,basalSand,7,136,-74.489,-16,-74.489,21.912,1,0,0.08,0.427,,,,,,,19.24,22.528,0.679,1,0.8,,,,,,,,,
GU_7_CELL_23_43,GU_7,GU_7,sand_c,basalSand,7,144,-74.295,-16,-74.295,21.907,1,0,0.081,0.42,,,,,,,19.34,22.807,0.667,1,0.8,,,,,,,,,
GU_7_CELL_23_44,GU_7,GU_7,sand_c,basalSand,7,152,-73.998,-16,-73.998,21.905,1,0,0.083,0.414,,,,,,,19.44,23.08,0.657,1,0.797,,,,,,,,,
GU_7_CELL_23_45,GU_7,GU_7,sand_c,basalSand,7,160,-73.602,-16,-73.602,21.903,1,0,0.088,0.409,,,,,,,19.53,23.346,0.648,1,0.794,,,,,,,,,
GU_7_CELL_23_46,GU_7,GU_7,sand_c,basalSand,7,168,-73.128,-16,-73.128,21.902,1,0,0.095,0.405,,,,,,,19.62,23.605,0.641,1,0.788,,,,,,,,,
GU_7_CELL_23_47,GU_7,GU_7,sand_c,basalSand,7,176,-72.423,-16,-72.423,21.692,1,0,0.104,0.402,,,,,,,19.71,23.856,0.636,1,0.782,,,,,,,,,
GU_7_CELL_23_48,GU_7,GU_7,sand_c,basalSand,7,184,-70.738,-16,-70.738,20.401,1,0,0.113,0.401,,,,,,,19.79,24.098,0.632,1,0.775,,,,,,,,,
GU_7_CELL_23_49,GU_7,GU_7,sand_c,basalSand,7,192,-68.472,-16,-68.472,18.42,1,0,0.123,0.401,,,,,,,19.87,24.329,0.63,1,0.768,,,,,,,,,
GU_7_CELL_23_50,GU_7,GU_7,sand_c,basalSand,7,200,-65.961,-16,-65.961,16.086,1,0,0.133,0.401,,,,,,,19.95,24.551,0.63,1,0.76,,,,,,,,,
GU_7_CELL_24_0,GU_7,GU_7,sand_c,basalSand,7,-200,-72.998,-8,-72.998,20.867,1,0,0.142,0.409,,,,,,,16.07,14.757,0.641,1,0.754,,,,,,,,,
GU_7_CELL_24_1,GU_7,GU_7,sand_c,basalSand,7,-192,-73.23,-8,-73.23,20.867,1,0,0.149,0.406,,,,,,,16.05,14.702,0.636,1,0.748,,,,,,,,,
GU_7_CELL_24_2,GU_7,GU_7,sand_c,basalSand,7,-184,-73.339,-8,-73.339,20.862,1,0,0.155,0.404,,,,,,,16.03,14.658,0.632,1,0.744,,,,,,,,,
GU_7_CELL_24_3,GU_7,GU_7,sand_c,basalSand,7,-176,-73.352,-8,-73.352,20.852,1,0,0.159,0.403,,,,,,,16.01,14.627,0.63,1,0.741,,,,,,,,,
GU_7_CELL_24_4,GU_7,GU_7,sand_c,basalSand,7,-168,-73.308,-8,-73.308,20.838,1,0,0.16,0.404,,,,,,,16,14.608,0.63,1,0.74,,,,,,,,,
GU_7_CELL_24_5,GU_7,GU_7,sand_c,basalSand,7,-160,-73.247,-8,-73.247,20.821,1,0,0.159,0.405,,,,,,,16,14.601,0.632,1,0.741,,,,,,,,,
GU_7_CELL_24_6,GU_7,GU_7,sand_c,basalSand,7,-152,-72.073,-8,-72.073,19.568,1,0,0.155,0.407,,,,,,,16,14.606,0.636,1,0.744,,,,,,,,,
GU_7_CELL_24_7,GU_7,GU_7,sand_c,basalSand,7,-144,-68.435,-8,-68.435,15.585,1,0,0.149,0.41,,,,,,,16.01,14.623,0.641,1,0.748,,,,,,,,,
GU_7_CELL_24_8,GU_7,GU_7,sand_c,basalSand,7,-136,-64.746,-8,-64.746,11.536,1,0,0.142,0.414,,,,,,,16.02,14.652,0.649,1,0.754,,,,,,,,,
GU_7_CELL_24_9,GU_7,GU_7,sand_c,basalSand,7,-128,-62.786,-8,-62.786,9.483,1,0,0.133,0.418,,,,,,,16.04,14.694,0.658,1,0.76,,,,,,,,,
GU_7_CELL_24_10,GU_7,GU_7,sand_c,basalSand,7,-120,-63.133,-8,-63.133,10.074,1,0,0.123,0.424,,,,,,,16.07,14.747,0.668,1,0.768,,,,,,,,,
GU_7_CELL_24_11,GU_7,GU_7,sand_c,basalSand,7,-112,-65.843,-8,-65.843,13.366,1,0,0.113,0.43,,,,,,,16.1,14.813,0.679,1,0.775,,,,,,,,,
GU_7_CELL_24_12,GU_7,GU_7,sand_c,basalSand,7,-104,-69.91,-8,-69.91,18.271,1,0,0.104,0.437,,,,,,,16.13,14.89,0.691,1,0.782,,,,,,,,,
GU_7_CELL_24_13,GU_7,GU_7,sand_c,basalSand,7,-96,-71.726,-8,-71.726,20.849,1,0,0.095,0.444,,,,,,,16.18,14.98,0.704,1,0.788,,,,,,,,,
GU_7_CELL_24_14,GU_7,GU_7,sand_c,basalSand,7,-88,-71.117,-8,-71.117,20.906,1,0,0.088,0.452,,,,,,,16.22,15.081,0.718,1,0.794,,,,,,,,,
GU_7_CELL_24_15,GU_7,GU_7,sand_c,basalSand,7,-80,-70.424,-8,-70.424,20.978,1,0,0.083,0.46,,,,,,,16.27,15.193,0.732,1,0.798,,,,,,,,,
GU_7_CELL_24_16,GU_7,GU_7,sand_c,basalSand,7,-72,-69.696,-8,-69.696,21.064,1,0,0.081,0.469,,,,,,,16.33,15.317,0.746,1,0.8,,,,,,,,,
GU_7_CELL_24_17,GU_7,GU_7,sand_c,basalSand,7,-64,-69.004,-8,-69.004,21.162,1,0,0.08,0.477,,,,,,,16.39,15.453,0.759,1,0.8,,,,,,,,,
GU_7_CELL_24_18,GU_7,GU_7,sand_c,basalSand,7,-56,-68.433,-8,-68.433,21.27,1,0,0.082,0.485,,,,,,,16.46,15.599,0.772,1,0.798,,,,,,,,,
GU_7_CELL_24_19,GU_7,GU_7,sand_c,basalSand,7,-48,-68.067,-8,-68.067,21.383,1,0,0.087,0.493,,,,,,,16.53,15.757,0.784,1,0.795,,,,,,,,,
GU_7_CELL_24_20,GU_7,GU_7,sand_c,basalSand,7,-40,-67.975,-8,-67.975,21.5,0.992,0.014,0.103,0.509,,,,,,,16.65,16.643,0.801,1,0.786,,,,,,,,,
GU_7_CELL_24_21,GU_7,GU_7,sand_c,basalSand,7,-32,-68.192,-8,-68.192,21.616,0.828,0.296,0.307,0.69,,,,,,,17.57,32.989,0.929,1,0.701,,,,,,,,,
GU_7_CELL_24_22,GU_7,GU_7,sand_c,basalSand,7,-24,-68.681,-8,-68.681,21.727,0.583,0.719,0.61,0.885,,,,,,,18.92,64.584,1,1,0.576,,,,,,,,,
GU_7_CELL_24_23,GU_7,GU_7,sand_c,basalSand,7,-16,-69.262,-8,-69.262,21.829,0.426,0.99,0.808,0.982,,,,,,,19.82,90.225,1,1,0.493,,,,,,,,,
GU_7_CELL_24_24,GU_7,GU_7,sand_c,basalSand,7,-8,-69.531,-8,-69.531,21.92,0.42,1,0.825,0.986,,,,,,,19.94,92.232,1,1,0.483,,,,,,,,,
GU_7_CELL_24_25,GU_7,GU_7,sand_c,basalSand,7,0,-69.65,-8,-69.65,21.998,0.426,0.99,0.827,0.983,,,,,,,20.01,92.241,1,1,0.479,,,,,,,,,
GU_7_CELL_24_26,GU_7,GU_7,sand_c,basalSand,7,8,-69.867,-8,-69.867,22.059,0.583,0.719,0.647,0.887,,,,,,,19.29,67.619,1,1,0.548,,,,,,,,,
GU_7_CELL_24_27,GU_7,GU_7,sand_c,basalSand,7,16,-70.168,-8,-70.168,22.064,0.828,0.296,0.359,0.709,,,,,,,18.12,35.496,0.954,1,0.662,,,,,,,,,
GU_7_CELL_24_28,GU_7,GU_7,sand_c,basalSand,7,24,-67.614,-8,-67.614,18.78,0.992,0.014,0.168,0.534,,,,,,,17.38,18.414,0.833,1,0.738,,,,,,,,,
GU_7_CELL_24_29,GU_7,GU_7,sand_c,basalSand,7,32,-64.128,-8,-64.128,14.328,1,0,0.16,0.523,,,,,,,17.44,17.874,0.823,1,0.74,,,,,,,,,
GU_7_CELL_24_30,GU_7,GU_7,sand_c,basalSand,7,40,-61.979,-8,-61.979,11.23,1,0,0.159,0.519,,,,,,,17.55,18.132,0.817,1,0.74,,,,,,,,,
GU_7_CELL_24_31,GU_7,GU_7,sand_c,basalSand,7,48,-61.126,-8,-61.126,9.497,1,0,0.157,0.514,,,,,,,17.65,18.396,0.809,1,0.743,,,,,,,,,
GU_7_CELL_24_32,GU_7,GU_7,sand_c,basalSand,7,56,-60.902,-8,-60.902,8.467,1,0,0.152,0.508,,,,,,,17.76,18.667,0.8,1,0.746,,,,,,,,,
GU_7_CELL_24_33,GU_7,GU_7,sand_c,basalSand,7,64,-60.742,-8,-60.742,7.589,1,0,0.145,0.501,,,,,,,17.88,18.943,0.789,1,0.752,,,,,,,,,
GU_7_CELL_24_34,GU_7,GU_7,sand_c,basalSand,7,72,-60.405,-8,-60.405,6.645,1,0,0.136,0.493,,,,,,,17.99,19.223,0.778,1,0.758,,,,,,,,,
GU_7_CELL_24_35,GU_7,GU_7,sand_c,basalSand,7,80,-59.992,-8,-59.992,5.774,1,0,0.127,0.484,,,,,,,18.1,19.508,0.765,1,0.765,,,,,,,,,
GU_7_CELL_24_36,GU_7,GU_7,sand_c,basalSand,7,88,-59.788,-8,-59.788,5.287,1,0,0.117,0.475,,,,,,,18.21,19.796,0.752,1,0.773,,,,,,,,,
GU_7_CELL_24_37,GU_7,GU_7,sand_c,basalSand,7,96,-60.114,-8,-60.114,5.511,1,0,0.107,0.466,,,,,,,18.33,20.087,0.738,1,0.78,,,,,,,,,
GU_7_CELL_24_38,GU_7,GU_7,sand_c,basalSand,7,104,-61.415,-8,-61.415,6.901,1,0,0.098,0.457,,,,,,,18.44,20.38,0.724,1,0.786,,,,,,,,,
GU_7_CELL_24_39,GU_7,GU_7,sand_c,basalSand,7,112,-64.233,-8,-64.233,10.015,1,0,0.091,0.448,,,,,,,18.55,20.675,0.711,1,0.792,,,,,,,,,
GU_7_CELL_24_40,GU_7,GU_7,sand_c,basalSand,7,120,-68.437,-8,-68.437,14.686,1,0,0.085,0.439,,,,,,,18.66,20.97,0.697,1,0.796,,,,,,,,,
GU_7_CELL_24_41,GU_7,GU_7,sand_c,basalSand,7,128,-72.535,-8,-72.535,19.274,1,0,0.081,0.431,,,,,,,18.77,21.264,0.685,1,0.799,,,,,,,,,
GU_7_CELL_24_42,GU_7,GU_7,sand_c,basalSand,7,136,-74.643,-8,-74.643,21.725,1,0,0.08,0.424,,,,,,,18.88,21.558,0.673,1,0.8,,,,,,,,,
GU_7_CELL_24_43,GU_7,GU_7,sand_c,basalSand,7,144,-74.671,-8,-74.671,21.958,1,0,0.081,0.417,,,,,,,18.99,21.849,0.662,1,0.799,,,,,,,,,
GU_7_CELL_24_44,GU_7,GU_7,sand_c,basalSand,7,152,-74.43,-8,-74.43,21.979,1,0,0.085,0.411,,,,,,,19.1,22.138,0.653,1,0.796,,,,,,,,,
GU_7_CELL_24_45,GU_7,GU_7,sand_c,basalSand,7,160,-74.106,-8,-74.106,22.001,1,0,0.091,0.407,,,,,,,19.2,22.423,0.645,1,0.792,,,,,,,,,
GU_7_CELL_24_46,GU_7,GU_7,sand_c,basalSand,7,168,-73.704,-8,-73.704,22.021,1,0,0.098,0.404,,,,,,,19.3,22.703,0.638,1,0.786,,,,,,,,,
GU_7_CELL_24_47,GU_7,GU_7,sand_c,basalSand,7,176,-73.247,-8,-73.247,22.036,1,0,0.107,0.401,,,,,,,19.4,22.978,0.634,1,0.78,,,,,,,,,
GU_7_CELL_24_48,GU_7,GU_7,sand_c,basalSand,7,184,-72.43,-8,-72.43,21.671,1,0,0.117,0.4,,,,,,,19.5,23.247,0.631,1,0.772,,,,,,,,,
GU_7_CELL_24_49,GU_7,GU_7,sand_c,basalSand,7,192,-70.837,-8,-70.837,20.423,1,0,0.127,0.401,,,,,,,19.59,23.509,0.63,1,0.765,,,,,,,,,
GU_7_CELL_24_50,GU_7,GU_7,sand_c,basalSand,7,200,-68.734,-8,-68.734,18.541,1,0,0.136,0.402,,,,,,,19.68,23.763,0.631,1,0.758,,,,,,,,,
GU_7_CELL_25_0,GU_7,GU_7,sand_c,basalSand,7,-200,-72.131,0,-72.131,21.004,1,0,0.143,0.407,,,,,,,16.2,15.032,0.638,1,0.752,,,,,,,,,
GU_7_CELL_25_1,GU_7,GU_7,sand_c,basalSand,7,-192,-72.346,0,-72.346,21.005,1,0,0.151,0.405,,,,,,,16.16,14.937,0.634,1,0.747,,,,,,,,,
GU_7_CELL_25_2,GU_7,GU_7,sand_c,basalSand,7,-184,-72.42,0,-72.42,20.995,1,0,0.156,0.404,,,,,,,16.12,14.853,0.631,1,0.743,,,,,,,,,
GU_7_CELL_25_3,GU_7,GU_7,sand_c,basalSand,7,-176,-72.363,0,-72.363,20.975,1,0,0.159,0.403,,,,,,,16.08,14.781,0.63,1,0.741,,,,,,,,,
GU_7_CELL_25_4,GU_7,GU_7,sand_c,basalSand,7,-168,-72.207,0,-72.207,20.944,1,0,0.16,0.404,,,,,,,16.06,14.721,0.631,1,0.74,,,,,,,,,
GU_7_CELL_25_5,GU_7,GU_7,sand_c,basalSand,7,-160,-71.994,0,-71.994,20.906,1,0,0.158,0.406,,,,,,,16.03,14.673,0.634,1,0.741,,,,,,,,,
GU_7_CELL_25_6,GU_7,GU_7,sand_c,basalSand,7,-152,-71.691,0,-71.691,20.775,1,0,0.154,0.408,,,,,,,16.02,14.637,0.638,1,0.744,,,,,,,,,
GU_7_CELL_25_7,GU_7,GU_7,sand_c,basalSand,7,-144,-68.535,0,-68.535,17.49,1,0,0.148,0.412,,,,,,,16.01,14.614,0.645,1,0.749,,,,,,,,,
GU_7_CELL_25_8,GU_7,GU_7,sand_c,basalSand,7,-136,-63.417,0,-63.417,12.011,1,0,0.14,0.416,,,,,,,16,14.602,0.653,1,0.755,,,,,,,,,
