interval_id,borehole_id,depth_from,depth_to,lithology,grade,attribute_name,attribute_value,sample_id
ZK15_INT_007,ZK15,44,50,sand_f,,lithology,sand_f,ZK15_INT_007
ZK15_INT_008,ZK15,50,68,sand_c,,lithology,sand_c,ZK15_INT_008
ZK15_INT_009,ZK15,68,74,mud,,lithology,mud,ZK15_INT_009
ZK15_INT_010,ZK15,74,76,coal,,lithology,coal,ZK15_INT_010
ZK15_INT_011,ZK15,76,78,coal,,lithology,coal,ZK15_INT_011
ZK15_INT_012,ZK15,78,80,mud,,lithology,mud,ZK15_INT_012
ZK15_INT_013,ZK15,80,88,mud,,lithology,mud,ZK15_INT_013
ZK15_INT_014,ZK15,88,90,silt,,lithology,silt,ZK15_INT_014
ZK15_INT_015,ZK15,90,92,sand_f,,lithology,sand_f,ZK15_INT_015
ZK15_INT_016,ZK15,92,94,sand_c,,lithology,sand_c,ZK15_INT_016
ZK15_INT_017,ZK15,94,102,mud,,lithology,mud,ZK15_INT_017
ZK15_INT_018,ZK15,102,106,coal,,lithology,coal,ZK15_INT_018
ZK15_INT_019,ZK15,106,110,mud,,lithology,mud,ZK15_INT_019
ZK15_INT_020,ZK15,110,120,mud,,lithology,mud,ZK15_INT_020
ZK15_INT_021,ZK15,120,124,silt,,lithology,silt,ZK15_INT_021
ZK15_INT_022,ZK15,124,126,sand_f,,lithology,sand_f,ZK15_INT_022
ZK15_INT_023,ZK15,126,130,sand_c,,lithology,sand_c,ZK15_INT_023
ZK16_INT_001,ZK16,4,18,overburden,,lithology,overburden,ZK16_INT_001
ZK16_INT_002,ZK16,18,24,mud,,lithology,mud,ZK16_INT_002
ZK16_INT_003,ZK16,24,28,coal,,lithology,coal,ZK16_INT_003
ZK16_INT_004,ZK16,28,30,mud,,lithology,mud,ZK16_INT_004
ZK16_INT_005,ZK16,30,38,mud,,lithology,mud,ZK16_INT_005
ZK16_INT_006,ZK16,38,44,silt,,lithology,silt,ZK16_INT_006
ZK16_INT_007,ZK16,44,50,sand_f,,lithology,sand_f,ZK16_INT_007
ZK16_INT_008,ZK16,50,74,sand_c,,lithology,sand_c,ZK16_INT_008
ZK16_INT_009,ZK16,74,76,lime,,lithology,lime,ZK16_INT_009
ZK16_INT_010,ZK16,76,80,mud,,lithology,mud,ZK16_INT_010
ZK16_INT_011,ZK16,80,82,coal,,lithology,coal,ZK16_INT_011
ZK16_INT_012,ZK16,82,84,coal,,lithology,coal,ZK16_INT_012
ZK16_INT_013,ZK16,84,86,mud,,lithology,mud,ZK16_INT_013
ZK16_INT_014,ZK16,86,94,mud,,lithology,mud,ZK16_INT_014
ZK16_INT_015,ZK16,94,98,silt,,lithology,silt,ZK16_INT_015
ZK16_INT_016,ZK16,98,104,sand_f,,lithology,sand_f,ZK16_INT_016
ZK16_INT_017,ZK16,104,120,sand_c,,lithology,sand_c,ZK16_INT_017
ZK16_INT_018,ZK16,120,128,mud,,lithology,mud,ZK16_INT_018
ZK16_INT_019,ZK16,128,132,coal,,lithology,coal,ZK16_INT_019
ZK16_INT_020,ZK16,132,134,mud,,lithology,mud,ZK16_INT_020
ZK16_INT_021,ZK16,134,146,mud,,lithology,mud,ZK16_INT_021
ZK16_INT_022,ZK16,146,150,silt,,lithology,silt,ZK16_INT_022
ZK16_INT_023,ZK16,150,152,sand_c,,lithology,sand_c,ZK16_INT_023
ZK17_INT_001,ZK17,2,18,overburden,,lithology,overburden,ZK17_INT_001
ZK17_INT_002,ZK17,18,22,mud,,lithology,mud,ZK17_INT_002
ZK17_INT_003,ZK17,22,28,coal,,lithology,coal,ZK17_INT_003
ZK17_INT_004,ZK17,28,30,mud,,lithology,mud,ZK17_INT_004
ZK17_INT_005,ZK17,30,38,mud,,lithology,mud,ZK17_INT_005
ZK17_INT_006,ZK17,38,44,silt,,lithology,silt,ZK17_INT_006
ZK17_INT_007,ZK17,44,52,sand_f,,lithology,sand_f,ZK17_INT_007
ZK17_INT_008,ZK17,52,72,sand_c,,lithology,sand_c,ZK17_INT_008
ZK17_INT_009,ZK17,72,74,lime,,lithology,lime,ZK17_INT_009
ZK17_INT_010,ZK17,74,78,mud,,lithology,mud,ZK17_INT_010
ZK17_INT_011,ZK17,78,80,coal,,lithology,coal,ZK17_INT_011
ZK17_INT_012,ZK17,80,82,coal,,lithology,coal,ZK17_INT_012
ZK17_INT_013,ZK17,82,86,mud,,lithology,mud,ZK17_INT_013
ZK17_INT_014,ZK17,86,92,mud,,lithology,mud,ZK17_INT_014
ZK17_INT_015,ZK17,92,98,silt,,lithology,silt,ZK17_INT_015
ZK17_INT_016,ZK17,98,102,sand_f,,lithology,sand_f,ZK17_INT_016
ZK17_INT_017,ZK17,102,118,sand_c,,lithology,sand_c,ZK17_INT_017
ZK17_INT_018,ZK17,118,126,mud,,lithology,mud,ZK17_INT_018
ZK17_INT_019,ZK17,126,132,coal,,lithology,coal,ZK17_INT_019
ZK17_INT_020,ZK17,132,136,mud,,lithology,mud,ZK17_INT_020
ZK17_INT_021,ZK17,136,146,mud,,lithology,mud,ZK17_INT_021
ZK17_INT_022,ZK17,146,150,silt,,lithology,silt,ZK17_INT_022
ZK17_INT_023,ZK17,150,152,sand_f,,lithology,sand_f,ZK17_INT_023
ZK17_INT_024,ZK17,152,154,sand_c,,lithology,sand_c,ZK17_INT_024
ZK17_FAULT_001,ZK17,100,100,fault_zone,,faultIntersection,normal,ZK17_FAULT_001
ZK18_INT_001,ZK18,2,18,overburden,,lithology,overburden,ZK18_INT_001
ZK18_INT_002,ZK18,18,24,mud,,lithology,mud,ZK18_INT_002
ZK18_INT_003,ZK18,24,26,coal,,lithology,coal,ZK18_INT_003
ZK18_INT_004,ZK18,26,30,mud,,lithology,mud,ZK18_INT_004
ZK18_INT_005,ZK18,30,38,mud,,lithology,mud,ZK18_INT_005
ZK18_INT_006,ZK18,38,44,silt,,lithology,silt,ZK18_INT_006
ZK18_INT_007,ZK18,44,48,sand_f,,lithology,sand_f,ZK18_INT_007
ZK18_INT_008,ZK18,48,70,sand_c,,lithology,sand_c,ZK18_INT_008
ZK18_INT_009,ZK18,70,76,mud,,lithology,mud,ZK18_INT_009
ZK18_INT_010,ZK18,76,78,coal,,lithology,coal,ZK18_INT_010
ZK18_INT_011,ZK18,78,80,coal,,lithology,coal,ZK18_INT_011
ZK18_INT_012,ZK18,80,82,mud,,lithology,mud,ZK18_INT_012
ZK18_INT_013,ZK18,82,90,mud,,lithology,mud,ZK18_INT_013
ZK18_INT_014,ZK18,90,92,silt,,lithology,silt,ZK18_INT_014
ZK18_INT_015,ZK18,92,94,sand_f,,lithology,sand_f,ZK18_INT_015
ZK18_INT_016,ZK18,94,96,sand_c,,lithology,sand_c,ZK18_INT_016
ZK18_INT_017,ZK18,96,104,mud,,lithology,mud,ZK18_INT_017
ZK18_INT_018,ZK18,104,108,coal,,lithology,coal,ZK18_INT_018
ZK18_INT_019,ZK18,108,112,mud,,lithology,mud,ZK18_INT_019
ZK18_INT_020,ZK18,112,124,mud,,lithology,mud,ZK18_INT_020
ZK18_INT_021,ZK18,124,128,silt,,lithology,silt,ZK18_INT_021
ZK18_INT_022,ZK18,128,130,sand_f,,lithology,sand_f,ZK18_INT_022
ZK18_INT_023,ZK18,130,134,sand_c,,lithology,sand_c,ZK18_INT_023
ZK18_FAULT_001,ZK18,30,30,fault_zone,,faultIntersection,normal,ZK18_FAULT_001
ZK19_INT_001,ZK19,4,16,overburden,,lithology,overburden,ZK19_INT_001
ZK19_INT_002,ZK19,16,22,mud,,lithology,mud,ZK19_INT_002
ZK19_INT_003,ZK19,22,26,coal,,lithology,coal,ZK19_INT_003
ZK19_INT_004,ZK19,26,30,mud,,lithology,mud,ZK19_INT_004
ZK19_INT_005,ZK19,30,38,mud,,lithology,mud,ZK19_INT_005
ZK19_INT_006,ZK19,38,44,silt,,lithology,silt,ZK19_INT_006
ZK19_INT_007,ZK19,44,50,sand_f,,lithology,sand_f,ZK19_INT_007
ZK19_INT_008,ZK19,50,72,sand_c,,lithology,sand_c,ZK19_INT_008
ZK19_INT_009,ZK19,72,78,mud,,lithology,mud,ZK19_INT_009
ZK19_INT_010,ZK19,78,80,coal,,lithology,coal,ZK19_INT_010
ZK19_INT_011,ZK19,80,82,coal,,lithology,coal,ZK19_INT_011
ZK19_INT_012,ZK19,82,84,mud,,lithology,mud,ZK19_INT_012
ZK19_INT_013,ZK19,84,92,mud,,lithology,mud,ZK19_INT_013
ZK19_INT_014,ZK19,92,94,silt,,lithology,silt,ZK19_INT_014
ZK19_INT_015,ZK19,94,96,sand_f,,lithology,sand_f,ZK19_INT_015
ZK19_INT_016,ZK19,96,98,sand_c,,lithology,sand_c,ZK19_INT_016
ZK19_INT_017,ZK19,98,108,mud,,lithology,mud,ZK19_INT_017
ZK19_INT_018,ZK19,108,110,mud,,lithology,mud,ZK19_INT_018
ZK19_INT_019,ZK19,110,122,mud,,lithology,mud,ZK19_INT_019
ZK19_INT_020,ZK19,122,126,silt,,lithology,silt,ZK19_INT_020
ZK19_INT_021,ZK19,126,128,sand_f,,lithology,sand_f,ZK19_INT_021
ZK19_INT_022,ZK19,128,130,sand_c,,lithology,sand_c,ZK19_INT_022
ZK19_FAULT_001,ZK19,0,0,fault_zone,,faultIntersection,normal,ZK19_FAULT_001
ZK20_INT_001,ZK20,4,16,overburden,,lithology,overburden,ZK20_INT_001
ZK20_INT_002,ZK20,16,22,mud,,lithology,mud,ZK20_INT_002
ZK20_INT_003,ZK20,22,26,coal,,lithology,coal,ZK20_INT_003
ZK20_INT_004,ZK20,26,30,mud,,lithology,mud,ZK20_INT_004
ZK20_INT_005,ZK20,30,38,mud,,lithology,mud,ZK20_INT_005
ZK20_INT_006,ZK20,38,44,silt,,lithology,silt,ZK20_INT_006
ZK20_INT_007,ZK20,44,50,sand_f,,lithology,sand_f,ZK20_INT_007
ZK20_INT_008,ZK20,50,70,sand_c,,lithology,sand_c,ZK20_INT_008
ZK20_INT_009,ZK20,70,72,lime,,lithology,lime,ZK20_INT_009
ZK20_INT_010,ZK20,72,78,mud,,lithology,mud,ZK20_INT_010
ZK20_INT_011,ZK20,78,80,coal,,lithology,coal,ZK20_INT_011
ZK20_INT_012,ZK20,80,82,coal,,lithology,coal,ZK20_INT_012
ZK20_INT_013,ZK20,82,84,mud,,lithology,mud,ZK20_INT_013
ZK20_INT_014,ZK20,84,92,mud,,lithology,mud,ZK20_INT_014
ZK20_INT_015,ZK20,92,94,silt,,lithology,silt,ZK20_INT_015
ZK20_INT_016,ZK20,94,98,sand_f,,lithology,sand_f,ZK20_INT_016
ZK20_INT_017,ZK20,98,104,sand_c,,lithology,sand_c,ZK20_INT_017
ZK20_INT_018,ZK20,104,110,mud,,lithology,mud,ZK20_INT_018
ZK20_INT_019,ZK20,110,112,mud,,lithology,mud,ZK20_INT_019
ZK20_INT_020,ZK20,112,122,mud,,lithology,mud,ZK20_INT_020
ZK20_INT_021,ZK20,122,128,silt,,lithology,silt,ZK20_INT_021
ZK20_INT_022,ZK20,128,134,sand_f,,lithology,sand_f,ZK20_INT_022
ZK20_INT_023,ZK20,134,148,sand_c,,lithology,sand_c,ZK20_INT_023
ZK21_INT_001,ZK21,4,16,overburden,,lithology,overburden,ZK21_INT_001
ZK21_INT_002,ZK21,16,22,mud,,lithology,mud,ZK21_INT_002
ZK21_INT_003,ZK21,22,26,coal,,lithology,coal,ZK21_INT_003
ZK21_INT_004,ZK21,26,30,mud,,lithology,mud,ZK21_INT_004
ZK21_INT_005,ZK21,30,40,mud,,lithology,mud,ZK21_INT_005
ZK21_INT_006,ZK21,40,44,silt,,lithology,silt,ZK21_INT_006
ZK21_INT_007,ZK21,44,52,sand_f,,lithology,sand_f,ZK21_INT_007
ZK21_INT_008,ZK21,52,72,sand_c,,lithology,sand_c,ZK21_INT_008
ZK21_INT_009,ZK21,72,74,lime,,lithology,lime,ZK21_INT_009
ZK21_INT_010,ZK21,74,78,mud,,lithology,mud,ZK21_INT_010
ZK21_INT_011,ZK21,78,80,coal,,lithology,coal,ZK21_INT_011
ZK21_INT_012,ZK21,80,84,coal,,lithology,coal,ZK21_INT_012
ZK21_INT_013,ZK21,84,86,mud,,lithology,mud,ZK21_INT_013
ZK21_INT_014,ZK21,86,94,mud,,lithology,mud,ZK21_INT_014
ZK21_INT_015,ZK21,94,96,silt,,lithology,silt,ZK21_INT_015
ZK21_INT_016,ZK21,96,100,sand_c,,lithology,sand_c,ZK21_INT_016
ZK21_INT_017,ZK21,100,108,mud,,lithology,mud,ZK21_INT_017
ZK21_INT_018,ZK21,108,112,coal,,lithology,coal,ZK21_INT_018
ZK21_INT_019,ZK21,112,116,mud,,lithology,mud,ZK21_INT_019
ZK21_INT_020,ZK21,116,126,mud,,lithology,mud,ZK21_INT_020
ZK21_INT_021,ZK21,126,132,silt,,lithology,silt,ZK21_INT_021
ZK21_INT_022,ZK21,132,140,sand_f,,lithology,sand_f,ZK21_INT_022
ZK21_INT_023,ZK21,140,164,sand_c,,lithology,sand_c,ZK21_INT_023
ZK22_INT_001,ZK22,4,16,overburden,,lithology,overburden,ZK22_INT_001
ZK22_INT_002,ZK22,16,22,mud,,lithology,mud,ZK22_INT_002
ZK22_INT_003,ZK22,22,28,coal,,lithology,coal,ZK22_INT_003
ZK22_INT_004,ZK22,28,30,mud,,lithology,mud,ZK22_INT_004
ZK22_INT_005,ZK22,30,40,mud,,lithology,mud,ZK22_INT_005
ZK22_INT_006,ZK22,40,46,silt,,lithology,silt,ZK22_INT_006
ZK22_INT_007,ZK22,46,50,sand_f,,lithology,sand_f,ZK22_INT_007
ZK22_INT_008,ZK22,50,64,sand_c,,lithology,sand_c,ZK22_INT_008
ZK22_INT_009,ZK22,64,66,lime,,lithology,lime,ZK22_INT_009
ZK22_INT_010,ZK22,66,72,mud,,lithology,mud,ZK22_INT_010
ZK22_INT_011,ZK22,72,74,coal,,lithology,coal,ZK22_INT_011
ZK22_INT_012,ZK22,74,76,coal,,lithology,coal,ZK22_INT_012
ZK22_INT_013,ZK22,76,78,mud,,lithology,mud,ZK22_INT_013
ZK22_INT_014,ZK22,78,86,mud,,lithology,mud,ZK22_INT_014
ZK22_INT_015,ZK22,86,88,silt,,lithology,silt,ZK22_INT_015
ZK22_INT_016,ZK22,88,90,sand_f,,lithology,sand_f,ZK22_INT_016
ZK22_INT_017,ZK22,90,92,sand_c,,lithology,sand_c,ZK22_INT_017
ZK22_INT_018,ZK22,92,100,mud,,lithology,mud,ZK22_INT_018
ZK22_INT_019,ZK22,100,106,coal,,lithology,coal,ZK22_INT_019
ZK22_INT_020,ZK22,106,110,mud,,lithology,mud,ZK22_INT_020
ZK22_INT_021,ZK22,110,120,mud,,lithology,mud,ZK22_INT_021
ZK22_INT_022,ZK22,120,126,silt,,lithology,silt,ZK22_INT_022
ZK22_INT_023,ZK22,126,134,sand_f,,lithology,sand_f,ZK22_INT_023
ZK22_INT_024,ZK22,134,158,sand_c,,lithology,sand_c,ZK22_INT_024
ZK23_INT_001,ZK23,2,18,overburden,,lithology,overburden,ZK23_INT_001
ZK23_INT_002,ZK23,18,24,mud,,lithology,mud,ZK23_INT_002
ZK23_INT_003,ZK23,24,28,coal,,lithology,coal,ZK23_INT_003
ZK23_INT_004,ZK23,28,32,mud,,lithology,mud,ZK23_INT_004
ZK23_INT_005,ZK23,32,40,mud,,lithology,mud,ZK23_INT_005
ZK23_INT_006,ZK23,40,46,silt,,lithology,silt,ZK23_INT_006
ZK23_INT_007,ZK23,46,50,sand_f,,lithology,sand_f,ZK23_INT_007
ZK23_INT_008,ZK23,50,68,sand_c,,lithology,sand_c,ZK23_INT_008
ZK23_INT_009,ZK23,68,70,lime,,lithology,lime,ZK23_INT_009
ZK23_INT_010,ZK23,70,76,mud,,lithology,mud,ZK23_INT_010
ZK23_INT_011,ZK23,76,78,coal,,lithology,coal,ZK23_INT_011
ZK23_INT_012,ZK23,78,80,coal,,lithology,coal,ZK23_INT_012
ZK23_INT_013,ZK23,80,82,mud,,lithology,mud,ZK23_INT_013
ZK23_INT_014,ZK23,82,86,mud,,lithology,mud,ZK23_INT_014
ZK23_INT_015,ZK23,86,92,silt,,lithology,silt,ZK23_INT_015
ZK23_INT_016,ZK23,92,96,sand_f,,lithology,sand_f,ZK23_INT_016
ZK23_INT_017,ZK23,96,114,sand_c,,lithology,sand_c,ZK23_INT_017
ZK23_INT_018,ZK23,114,122,mud,,lithology,mud,ZK23_INT_018
ZK23_INT_019,ZK23,122,128,coal,,lithology,coal,ZK23_INT_019
ZK23_INT_020,ZK23,128,132,mud,,lithology,mud,ZK23_INT_020
ZK23_INT_021,ZK23,132,142,mud,,lithology,mud,ZK23_INT_021
ZK23_INT_022,ZK23,142,146,silt,,lithology,silt,ZK23_INT_022
ZK23_INT_023,ZK23,146,148,sand_f,,lithology,sand_f,ZK23_INT_023
ZK23_INT_024,ZK23,148,150,sand_c,,lithology,sand_c,ZK23_INT_024
ZK23_FAULT_001,ZK23,70,70,fault_zone,,faultIntersection,normal,ZK23_FAULT_001
ZK24_INT_001,ZK24,2,16,overburden,,lithology,overburden,ZK24_INT_001
ZK24_INT_002,ZK24,16,24,mud,,lithology,mud,ZK24_INT_002
ZK24_INT_003,ZK24,24,28,coal,,lithology,coal,ZK24_INT_003
ZK24_INT_004,ZK24,28,32,mud,,lithology,mud,ZK24_INT_004
ZK24_INT_005,ZK24,32,40,mud,,lithology,mud,ZK24_INT_005
ZK24_INT_006,ZK24,40,46,silt,,lithology,silt,ZK24_INT_006
ZK24_INT_007,ZK24,46,52,sand_f,,lithology,sand_f,ZK24_INT_007
ZK24_INT_008,ZK24,52,72,sand_c,,lithology,sand_c,ZK24_INT_008
ZK24_INT_009,ZK24,72,74,lime,,lithology,lime,ZK24_INT_009
ZK24_INT_010,ZK24,74,80,mud,,lithology,mud,ZK24_INT_010
ZK24_INT_011,ZK24,80,82,coal,,lithology,coal,ZK24_INT_011
ZK24_INT_012,ZK24,82,84,coal,,lithology,coal,ZK24_INT_012
ZK24_INT_013,ZK24,84,86,mud,,lithology,mud,ZK24_INT_013
ZK24_INT_014,ZK24,86,94,mud,,lithology,mud,ZK24_INT_014
ZK24_INT_015,ZK24,94,98,silt,,lithology,silt,ZK24_INT_015
ZK24_INT_016,ZK24,98,104,sand_f,,lithology,sand_f,ZK24_INT_016
ZK24_INT_017,ZK24,104,120,sand_c,,lithology,sand_c,ZK24_INT_017
ZK24_INT_018,ZK24,120,130,mud,,lithology,mud,ZK24_INT_018
ZK24_INT_019,ZK24,130,132,coal,,lithology,coal,ZK24_INT_019
ZK24_INT_020,ZK24,132,134,mud,,lithology,mud,ZK24_INT_020
ZK24_INT_021,ZK24,134,146,mud,,lithology,mud,ZK24_INT_021
ZK24_INT_022,ZK24,146,150,silt,,lithology,silt,ZK24_INT_022
ZK24_INT_023,ZK24,150,156,sand_f,,lithology,sand_f,ZK24_INT_023
ZK24_INT_024,ZK24,156,166,sand_c,,lithology,sand_c,ZK24_INT_024
ZK25_INT_001,ZK25,2,18,overburden,,lithology,overburden,ZK25_INT_001
ZK25_INT_002,ZK25,18,24,mud,,lithology,mud,ZK25_INT_002
ZK25_INT_003,ZK25,24,30,coal,,lithology,coal,ZK25_INT_003
ZK25_INT_004,ZK25,30,32,mud,,lithology,mud,ZK25_INT_004
ZK25_INT_005,ZK25,32,42,mud,,lithology,mud,ZK25_INT_005
ZK25_INT_006,ZK25,42,46,silt,,lithology,silt,ZK25_INT_006
ZK25_INT_007,ZK25,46,54,sand_f,,lithology,sand_f,ZK25_INT_007
ZK25_INT_008,ZK25,54,76,sand_c,,lithology,sand_c,ZK25_INT_008
ZK25_INT_009,ZK25,76,82,mud,,lithology,mud,ZK25_INT_009
ZK25_INT_010,ZK25,82,84,coal,,lithology,coal,ZK25_INT_010
ZK25_INT_011,ZK25,84,86,coal,,lithology,coal,ZK25_INT_011
ZK25_INT_012,ZK25,86,90,mud,,lithology,mud,ZK25_INT_012
ZK25_INT_013,ZK25,90,98,mud,,lithology,mud,ZK25_INT_013
ZK25_INT_014,ZK25,98,102,silt,,lithology,silt,ZK25_INT_014
ZK25_INT_015,ZK25,102,108,sand_f,,lithology,sand_f,ZK25_INT_015
ZK25_INT_016,ZK25,108,124,sand_c,,lithology,sand_c,ZK25_INT_016
ZK25_INT_017,ZK25,124,130,mud,,lithology,mud,ZK25_INT_017
ZK25_INT_018,ZK25,130,134,coal,,lithology,coal,ZK25_INT_018
ZK25_INT_019,ZK25,134,136,mud,,lithology,mud,ZK25_INT_019
ZK25_INT_020,ZK25,136,146,mud,,lithology,mud,ZK25_INT_020
ZK25_INT_021,ZK25,146,152,silt,,lithology,silt,ZK25_INT_021
ZK25_INT_022,ZK25,152,158,sand_f,,lithology,sand_f,ZK25_INT_022
ZK25_INT_023,ZK25,158,174,sand_c,,lithology,sand_c,ZK25_INT_023
ZK26_INT_001,ZK26,2,18,overburden,,lithology,overburden,ZK26_INT_001
ZK26_INT_002,ZK26,18,24,mud,,lithology,mud,ZK26_INT_002
ZK26_INT_003,ZK26,24,28,coal,,lithology,coal,ZK26_INT_003
ZK26_INT_004,ZK26,28,30,mud,,lithology,mud,ZK26_INT_004
ZK26_INT_005,ZK26,30,36,mud,,lithology,mud,ZK26_INT_005
ZK26_INT_006,ZK26,36,42,silt,,lithology,silt,ZK26_INT_006
ZK26_INT_007,ZK26,42,48,sand_f,,lithology,sand_f,ZK26_INT_007
ZK26_INT_008,ZK26,48,70,sand_c,,lithology,sand_c,ZK26_INT_008
ZK26_INT_009,ZK26,70,72,lime,,lithology,lime,ZK26_INT_009
ZK26_INT_010,ZK26,72,76,mud,,lithology,mud,ZK26_INT_010
ZK26_INT_011,ZK26,76,78,coal,,lithology,coal,ZK26_INT_011
ZK26_INT_012,ZK26,78,80,coal,,lithology,coal,ZK26_INT_012
ZK26_INT_013,ZK26,80,84,mud,,lithology,mud,ZK26_INT_013
ZK26_INT_014,ZK26,84,90,mud,,lithology,mud,ZK26_INT_014
ZK26_INT_015,ZK26,90,94,silt,,lithology,silt,ZK26_INT_015
ZK26_INT_016,ZK26,94,98,sand_f,,lithology,sand_f,ZK26_INT_016
ZK26_INT_017,ZK26,98,108,sand_c,,lithology,sand_c,ZK26_INT_017
ZK26_INT_018,ZK26,108,116,mud,,lithology,mud,ZK26_INT_018
ZK26_INT_019,ZK26,116,120,coal,,lithology,coal,ZK26_INT_019
ZK26_INT_020,ZK26,120,124,mud,,lithology,mud,ZK26_INT_020
ZK26_INT_021,ZK26,124,136,mud,,lithology,mud,ZK26_INT_021
ZK26_INT_022,ZK26,136,142,silt,,lithology,silt,ZK26_INT_022
ZK26_INT_023,ZK26,142,148,sand_f,,lithology,sand_f,ZK26_INT_023
ZK26_INT_024,ZK26,148,164,sand_c,,lithology,sand_c,ZK26_INT_024
ZK26_FAULT_001,ZK26,18,18,fault_zone,,faultIntersection,normal,ZK26_FAULT_001
ZK27_INT_001,ZK27,2,18,overburden,,lithology,overburden,ZK27_INT_001
ZK27_INT_002,ZK27,18,24,mud,,lithology,mud,ZK27_INT_002
ZK27_INT_003,ZK27,24,28,coal,,lithology,coal,ZK27_INT_003
ZK27_INT_004,ZK27,28,32,mud,,lithology,mud,ZK27_INT_004
ZK27_INT_005,ZK27,32,40,mud,,lithology,mud,ZK27_INT_005
ZK27_INT_006,ZK27,40,46,silt,,lithology,silt,ZK27_INT_006
ZK27_INT_007,ZK27,46,52,sand_f,,lithology,sand_f,ZK27_INT_007
ZK27_INT_008,ZK27,52,74,sand_c,,lithology,sand_c,ZK27_INT_008
ZK27_INT_009,ZK27,74,76,lime,,lithology,lime,ZK27_INT_009
ZK27_INT_010,ZK27,76,82,mud,,lithology,mud,ZK27_INT_010
ZK27_INT_011,ZK27,82,84,coal,,lithology,coal,ZK27_INT_011
ZK27_INT_012,ZK27,84,86,coal,,lithology,coal,ZK27_INT_012
ZK27_INT_013,ZK27,86,88,mud,,lithology,mud,ZK27_INT_013
ZK27_INT_014,ZK27,88,96,mud,,lithology,mud,ZK27_INT_014
ZK27_INT_015,ZK27,96,102,silt,,lithology,silt,ZK27_INT_015
ZK27_INT_016,ZK27,102,106,sand_f,,lithology,sand_f,ZK27_INT_016
ZK27_INT_017,ZK27,106,124,sand_c,,lithology,sand_c,ZK27_INT_017
ZK27_INT_018,ZK27,124,130,mud,,lithology,mud,ZK27_INT_018
ZK27_INT_019,ZK27,130,134,coal,,lithology,coal,ZK27_INT_019
ZK27_INT_020,ZK27,134,136,mud,,lithology,mud,ZK27_INT_020
ZK27_INT_021,ZK27,136,146,mud,,lithology,mud,ZK27_INT_021
ZK27_INT_022,ZK27,146,154,silt,,lithology,silt,ZK27_INT_022
ZK27_INT_023,ZK27,154,160,sand_f,,lithology,sand_f,ZK27_INT_023
ZK27_INT_024,ZK27,160,180,sand_c,,lithology,sand_c,ZK27_INT_024
ZK28_INT_001,ZK28,2,18,overburden,,lithology,overburden,ZK28_INT_001
ZK28_INT_002,ZK28,18,24,mud,,lithology,mud,ZK28_INT_002
ZK28_INT_003,ZK28,24,28,coal,,lithology,coal,ZK28_INT_003
ZK28_INT_004,ZK28,28,32,mud,,lithology,mud,ZK28_INT_004
ZK28_INT_005,ZK28,32,40,mud,,lithology,mud,ZK28_INT_005
ZK28_INT_006,ZK28,40,42,silt,,lithology,silt,ZK28_INT_006
ZK28_INT_007,ZK28,42,50,sand_f,,lithology,sand_f,ZK28_INT_007
ZK28_INT_008,ZK28,50,72,sand_c,,lithology,sand_c,ZK28_INT_008
ZK28_INT_009,ZK28,72,78,mud,,lithology,mud,ZK28_INT_009
ZK28_INT_010,ZK28,78,80,coal,,lithology,coal,ZK28_INT_010
ZK28_INT_011,ZK28,80,82,coal,,lithology,coal,ZK28_INT_011
ZK28_INT_012,ZK28,82,84,mud,,lithology,mud,ZK28_INT_012
ZK28_INT_013,ZK28,84,92,mud,,lithology,mud,ZK28_INT_013
ZK28_INT_014,ZK28,92,96,silt,,lithology,silt,ZK28_INT_014
ZK28_INT_015,ZK28,96,102,sand_f,,lithology,sand_f,ZK28_INT_015
ZK28_INT_016,ZK28,102,118,sand_c,,lithology,sand_c,ZK28_INT_016
ZK28_INT_017,ZK28,118,126,mud,,lithology,mud,ZK28_INT_017
ZK28_INT_018,ZK28,126,132,coal,,lithology,coal,ZK28_INT_018
ZK28_INT_019,ZK28,132,136,mud,,lithology,mud,ZK28_INT_019
ZK28_INT_020,ZK28,136,148,mud,,lithology,mud,ZK28_INT_020
ZK28_INT_021,ZK28,148,154,silt,,lithology,silt,ZK28_INT_021
ZK28_INT_022,ZK28,154,160,sand_f,,lithology,sand_f,ZK28_INT_022
ZK28_INT_023,ZK28,160,178,sand_c,,lithology,sand_c,ZK28_INT_023
ZK28_FAULT_001,ZK28,28,28,fault_zone,,faultIntersection,normal,ZK28_FAULT_001
ZK29_INT_001,ZK29,4,18,overburden,,lithology,overburden,ZK29_INT_001
ZK29_INT_002,ZK29,18,22,mud,,lithology,mud,ZK29_INT_002
ZK29_INT_003,ZK29,22,28,coal,,lithology,coal,ZK29_INT_003
ZK29_INT_004,ZK29,28,30,mud,,lithology,mud,ZK29_INT_004
ZK29_INT_005,ZK29,30,38,mud,,lithology,mud,ZK29_INT_005
ZK29_INT_006,ZK29,38,42,silt,,lithology,silt,ZK29_INT_006
ZK29_INT_007,ZK29,42,44,sand_f,,lithology,sand_f,ZK29_INT_007
ZK29_INT_008,ZK29,44,48,sand_c,,lithology,sand_c,ZK29_INT_008
ZK29_INT_009,ZK29,48,50,lime,,lithology,lime,ZK29_INT_009
ZK29_INT_010,ZK29,50,54,mud,,lithology,mud,ZK29_INT_010
ZK29_INT_011,ZK29,54,56,coal,,lithology,coal,ZK29_INT_011
